Região,UF,Município / DSEI,Cód. IBGE,Perfil município
Sudeste,MG,Consolação,311850,Perfil 4 - Grupo I do PAB
Sudeste,MG,Contagem,311860,Perfil 3 - Capitais e RM
Sudeste,MG,Coqueiral,311870,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coração de Jesus,311880,Perfil 7 - Extrema Pobreza
Sudeste,MG,Cordisburgo,311890,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cordislândia,311900,Perfil 4 - Grupo I do PAB
Sudeste,MG,Corinto,311910,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coroaci,311920,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coromandel,311930,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coronel Fabriciano,311940,Perfil 5 - G100
Sudeste,MG,Coronel Murta,311950,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Coronel Pacheco,311960,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coronel Xavier Chaves,311970,Perfil 4 - Grupo I do PAB
Sudeste,MG,Córrego Danta,311980,Perfil 2 - Grupo II do PAB
Sudeste,MG,Córrego do Bom Jesus,311990,Perfil 4 - Grupo I do PAB
Sudeste,MG,Córrego Fundo,311995,Perfil 2 - Grupo II do PAB
Sudeste,MG,Córrego Novo,312000,Perfil 3 - Capitais e RM
Sudeste,MG,Couto de Magalhães de Minas,312010,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Crisólita,312015,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Cristais,312020,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cristália,312030,Perfil 7 - Extrema Pobreza
Sudeste,MG,Cristiano Otoni,312040,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cristina,312050,Perfil 4 - Grupo I do PAB
Sudeste,MG,Crucilândia,312060,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cruzeiro da Fortaleza,312070,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cruzília,312080,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cuparaque,312083,Perfil 4 - Grupo I do PAB
Sudeste,MG,Curral de Dentro,312087,Perfil 7 - Extrema Pobreza
Sudeste,MG,Curvelo,312090,Perfil 2 - Grupo II do PAB
Sudeste,MG,Datas,312100,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Delfim Moreira,312110,Perfil 4 - Grupo I do PAB
Sudeste,MG,Delfinópolis,312120,Perfil 4 - Grupo I do PAB
Sudeste,MG,Delta,312125,Perfil 2 - Grupo II do PAB
Sudeste,MG,Descoberto,312130,Perfil 2 - Grupo II do PAB
Sudeste,MG,Desterro de Entre Rios,312140,Perfil 4 - Grupo I do PAB
Sudeste,MG,Desterro do Melo,312150,Perfil 4 - Grupo I do PAB
Sudeste,MG,Diamantina,312160,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Diogo de Vasconcelos,312170,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dionísio,312180,Perfil 3 - Capitais e RM
Sudeste,MG,DISTRITO SANITARIO ESPECIAL INDIGENA MINAS GERAIS E ESPIRITO SANTO,312770,Perfil 8 - Saúde Indígena
Sudeste,MG,Divinésia,312190,Perfil 4 - Grupo I do PAB
Sudeste,MG,Divino,312200,Perfil 4 - Grupo I do PAB
Sudeste,MG,Divino das Laranjeiras,312210,Perfil 4 - Grupo I do PAB
Sudeste,MG,Divinolândia de Minas,312220,Perfil 4 - Grupo I do PAB
Sudeste,MG,Divinópolis,312230,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Divisa Alegre,312235,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Divisa Nova,312240,Perfil 4 - Grupo I do PAB
Sudeste,MG,Divisópolis,312245,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Dom Bosco,312247,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dom Cavati,312250,Perfil 3 - Capitais e RM
Sudeste,MG,Dom Joaquim,312260,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dom Silvério,312270,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dom Viçoso,312280,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dona Eusébia,312290,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dores de Campos,312300,Perfil 2 - Grupo II do PAB
Sudeste,MG,Dores de Guanhães,312310,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dores do Indaiá,312320,Perfil 4 - Grupo I do PAB
Sudeste,MG,Dores do Turvo,312330,Perfil 4 - Grupo I do PAB
Sudeste,MG,Doresópolis,312340,Perfil 4 - Grupo I do PAB
Sudeste,MG,Douradoquara,312350,Perfil 4 - Grupo I do PAB
Sudeste,MG,Durandé,312352,Perfil 4 - Grupo I do PAB
Sudeste,MG,Elói Mendes,312360,Perfil 2 - Grupo II do PAB
Sudeste,MG,Engenheiro Caldas,312370,Perfil 4 - Grupo I do PAB
Sudeste,MG,Engenheiro Navarro,312380,Perfil 4 - Grupo I do PAB
Sudeste,MG,Entre Folhas,312385,Perfil 3 - Capitais e RM
Sudeste,MG,Entre Rios de Minas,312390,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ervália,312400,Perfil 4 - Grupo I do PAB
Sudeste,MG,Esmeraldas,312410,Perfil 3 - Capitais e RM
Sudeste,MG,Espera Feliz,312420,Perfil 4 - Grupo I do PAB
Sudeste,MG,Espinosa,312430,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Espírito Santo do Dourado,312440,Perfil 4 - Grupo I do PAB
Sudeste,MG,Estiva,312450,Perfil 2 - Grupo II do PAB
Sudeste,MG,Estrela Dalva,312460,Perfil 4 - Grupo I do PAB
Sudeste,MG,Estrela do Indaiá,312470,Perfil 4 - Grupo I do PAB
Sudeste,MG,Estrela do Sul,312480,Perfil 4 - Grupo I do PAB
Sudeste,MG,Eugenópolis,312490,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ewbank da Câmara,312500,Perfil 4 - Grupo I do PAB
Sudeste,MG,Extrema,312510,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Fama,312520,Perfil 2 - Grupo II do PAB
Sudeste,MG,Faria Lemos,312530,Perfil 4 - Grupo I do PAB
Sudeste,MG,Felício dos Santos,312540,Perfil 7 - Extrema Pobreza
Sudeste,MG,Felisburgo,312560,Perfil 7 - Extrema Pobreza
Sudeste,MG,Felixlândia,312570,Perfil 4 - Grupo I do PAB
Sudeste,MG,Fernandes Tourinho,312580,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ferros,312590,Perfil 4 - Grupo I do PAB
Sudeste,MG,Fervedouro,312595,Perfil 7 - Extrema Pobreza
Sudeste,MG,Florestal,312600,Perfil 3 - Capitais e RM
Sudeste,MG,Formiga,312610,Perfil 2 - Grupo II do PAB
Sudeste,MG,Formoso,312620,Perfil 4 - Grupo I do PAB
Sudeste,MG,Fortaleza de Minas,312630,Perfil 2 - Grupo II do PAB
Sudeste,MG,Fortuna de Minas,312640,Perfil 3 - Capitais e RM
Sudeste,MG,Francisco Badaró,312650,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Francisco Dumont,312660,Perfil 4 - Grupo I do PAB
Sudeste,MG,Francisco Sá,312670,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Franciscópolis,312675,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Frei Gaspar,312680,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Frei Inocêncio,312690,Perfil 4 - Grupo I do PAB
Sudeste,MG,Frei Lagonegro,312695,Perfil 7 - Extrema Pobreza
Sudeste,MG,Fronteira,312700,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Fronteira dos Vales,312705,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Fruta de Leite,312707,Perfil 7 - Extrema Pobreza
Sudeste,MG,Frutal,312710,Perfil 2 - Grupo II do PAB
Sudeste,MG,Funilândia,312720,Perfil 3 - Capitais e RM
Sudeste,MG,Galiléia,312730,Perfil 4 - Grupo I do PAB
Sudeste,MG,Gameleiras,312733,Perfil 7 - Extrema Pobreza
Sudeste,MG,Glaucilândia,312735,Perfil 4 - Grupo I do PAB
Sudeste,MG,Goiabeira,312737,Perfil 4 - Grupo I do PAB
Sudeste,MG,Goianá,312738,Perfil 4 - Grupo I do PAB
Sudeste,MG,Gonçalves,312740,Perfil 4 - Grupo I do PAB
Sudeste,MG,Gonzaga,312750,Perfil 7 - Extrema Pobreza
Sudeste,MG,Gouveia,312760,Perfil 4 - Grupo I do PAB
Sudeste,MG,Governador Valadares,312770,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Grão Mogol,312780,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Grupiara,312790,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guanhães,312800,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guapé,312810,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guaraciaba,312820,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guaraciama,312825,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guaranésia,312830,Perfil 2 - Grupo II do PAB
Sudeste,MG,Guarani,312840,Perfil 2 - Grupo II do PAB
Sudeste,MG,Guarará,312850,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guarda-Mor,312860,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guaxupé,312870,Perfil 2 - Grupo II do PAB
Sudeste,MG,Guidoval,312880,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guimarânia,312890,Perfil 4 - Grupo I do PAB
Sudeste,MG,Guiricema,312900,Perfil 4 - Grupo I do PAB
Sudeste,MG,Gurinhatã,312910,Perfil 4 - Grupo I do PAB
Sudeste,MG,Heliodora,312920,Perfil 4 - Grupo I do PAB
Sudeste,MG,Iapu,312930,Perfil 3 - Capitais e RM
Sudeste,MG,Ibertioga,312940,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ibiá,312950,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ibiaí,312960,Perfil 7 - Extrema Pobreza
Sudeste,MG,Ibiracatu,312965,Perfil 7 - Extrema Pobreza
Sudeste,MG,Ibiraci,312970,Perfil 2 - Grupo II do PAB
Sudeste,MG,Ibirité,312980,Perfil 5 - G100
Sudeste,MG,Ibitiúra de Minas,312990,Perfil 2 - Grupo II do PAB
Sudeste,MG,Ibituruna,313000,Perfil 4 - Grupo I do PAB
Sudeste,MG,Icaraí de Minas,313005,Perfil 7 - Extrema Pobreza
Sudeste,MG,Igarapé,313010,Perfil 3 - Capitais e RM
Sudeste,MG,Igaratinga,313020,Perfil 2 - Grupo II do PAB
Sudeste,MG,Iguatama,313030,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ijaci,313040,Perfil 2 - Grupo II do PAB
Sudeste,MG,Ilicínea,313050,Perfil 4 - Grupo I do PAB
Sudeste,MG,Imbé de Minas,313055,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Inconfidentes,313060,Perfil 4 - Grupo I do PAB
Sudeste,MG,Indaiabira,313065,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Indianópolis,313070,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ingaí,313080,Perfil 4 - Grupo I do PAB
Sudeste,MG,Inhapim,313090,Perfil 4 - Grupo I do PAB
Sudeste,MG,Inhaúma,313100,Perfil 3 - Capitais e RM
Sudeste,MG,Inimutaba,313110,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ipaba,313115,Perfil 3 - Capitais e RM
Sudeste,MG,Ipanema,313120,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ipatinga,313130,Perfil 3 - Capitais e RM
Sudeste,MG,Ipiaçu,313140,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ipuiúna,313150,Perfil 4 - Grupo I do PAB
Sudeste,MG,Iraí de Minas,313160,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itabira,313170,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Itabirinha,313180,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itabirito,313190,Perfil 3 - Capitais e RM
Sudeste,MG,Itacambira,313200,Perfil 7 - Extrema Pobreza
Sudeste,MG,Itacarambi,313210,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Itaguara,313220,Perfil 3 - Capitais e RM
Sudeste,MG,Itaipé,313230,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Itajubá,313240,Perfil 5 - G100
Sudeste,MG,Itamarandiba,313250,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Itamarati de Minas,313260,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itambacuri,313270,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itambé do Mato Dentro,313280,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itamogi,313290,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itamonte,313300,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itanhandu,313310,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Itanhomi,313320,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itaobim,313330,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Itapagipe,313340,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itapecerica,313350,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itapeva,313360,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itatiaiuçu,313370,Perfil 3 - Capitais e RM
Sudeste,MG,Itaú de Minas,313375,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itaúna,313380,Perfil 3 - Capitais e RM
Sudeste,MG,Itaverava,313390,Perfil 4 - Grupo I do PAB
Sudeste,MG,Itinga,313400,Perfil 7 - Extrema Pobreza
Sudeste,MG,Itueta,313410,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ituiutaba,313420,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Itumirim,313430,Perfil 4 - Grupo I do PAB
Sudeste,MG,Iturama,313440,Perfil 2 - Grupo II do PAB
Sudeste,MG,Itutinga,313450,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jaboticatubas,313460,Perfil 3 - Capitais e RM
Sudeste,MG,Jacinto,313470,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Jacuí,313480,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jacutinga,313490,Perfil 2 - Grupo II do PAB
Sudeste,MG,Jaguaraçu,313500,Perfil 3 - Capitais e RM
Sudeste,MG,Jaíba,313505,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Jampruca,313507,Perfil 4 - Grupo I do PAB
Sudeste,MG,Janaúba,313510,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Januária,313520,Perfil 7 - Extrema Pobreza
Sudeste,MG,Japaraíba,313530,Perfil 2 - Grupo II do PAB
Sudeste,MG,Japonvar,313535,Perfil 7 - Extrema Pobreza
Sudeste,MG,Jeceaba,313540,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jenipapo de Minas,313545,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Jequeri,313550,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jequitaí,313560,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jequitibá,313570,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jequitinhonha,313580,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Jesuânia,313590,Perfil 4 - Grupo I do PAB
Sudeste,MG,Joaíma,313600,Perfil 7 - Extrema Pobreza
Sudeste,MG,Joanésia,313610,Perfil 3 - Capitais e RM
Sudeste,MG,João Monlevade,313620,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,João Pinheiro,313630,Perfil 4 - Grupo I do PAB
Sudeste,MG,Joaquim Felício,313640,Perfil 4 - Grupo I do PAB
Sudeste,MG,Jordânia,313650,Perfil 6 - Áreas vulneráveis
Sudeste,MG,José Gonçalves de Minas,313652,Perfil 6 - Áreas vulneráveis
Sudeste,MG,José Raydan,313655,Perfil 4 - Grupo I do PAB
Sudeste,MG,Josenópolis,313657,Perfil 7 - Extrema Pobreza
Sudeste,MG,Juatuba,313665,Perfil 3 - Capitais e RM
Sudeste,MG,Juiz de Fora,313670,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Juramento,313680,Perfil 4 - Grupo I do PAB
Sudeste,MG,Juruaia,313690,Perfil 2 - Grupo II do PAB
Sudeste,MG,Juvenília,313695,Perfil 7 - Extrema Pobreza
Sudeste,MG,Ladainha,313700,Perfil 7 - Extrema Pobreza
Sudeste,MG,Lagamar,313710,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lagoa da Prata,313720,Perfil 2 - Grupo II do PAB
Sudeste,MG,Lagoa dos Patos,313730,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lagoa Dourada,313740,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lagoa Formosa,313750,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lagoa Grande,313753,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lagoa Santa,313760,Perfil 3 - Capitais e RM
Sudeste,MG,Lajinha,313770,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lambari,313780,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lamim,313790,Perfil 4 - Grupo I do PAB
Sudeste,MG,Laranjal,313800,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lassance,313810,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lavras,313820,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Leandro Ferreira,313830,Perfil 4 - Grupo I do PAB
Sudeste,MG,Leme do Prado,313835,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Leopoldina,313840,Perfil 2 - Grupo II do PAB
Sudeste,MG,Liberdade,313850,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lima Duarte,313860,Perfil 4 - Grupo I do PAB
Sudeste,MG,Limeira do Oeste,313862,Perfil 4 - Grupo I do PAB
Sudeste,MG,Lontra,313865,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Luisburgo,313867,Perfil 4 - Grupo I do PAB
Sudeste,MG,Luislândia,313868,Perfil 7 - Extrema Pobreza
Sudeste,MG,Luminárias,313870,Perfil 4 - Grupo I do PAB
Sudeste,MG,Luz,313880,Perfil 4 - Grupo I do PAB
Sudeste,MG,Machacalis,313890,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Machado,313900,Perfil 2 - Grupo II do PAB
Sudeste,MG,Madre de Deus de Minas,313910,Perfil 4 - Grupo I do PAB
Sudeste,MG,Malacacheta,313920,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Mamonas,313925,Perfil 7 - Extrema Pobreza
Sudeste,MG,Manga,313930,Perfil 7 - Extrema Pobreza
Sudeste,MG,Manhuaçu,313940,Perfil 2 - Grupo II do PAB
Sudeste,MG,Manhumirim,313950,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mantena,313960,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mar de Espanha,313980,Perfil 4 - Grupo I do PAB
Sudeste,MG,Maravilhas,313970,Perfil 4 - Grupo I do PAB
Sudeste,MG,Maria da Fé,313990,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mariana,314000,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Marilac,314010,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mário Campos,314015,Perfil 3 - Capitais e RM
Sudeste,MG,Maripá de Minas,314020,Perfil 4 - Grupo I do PAB
Sudeste,MG,Marliéria,314030,Perfil 3 - Capitais e RM
Sudeste,MG,Marmelópolis,314040,Perfil 4 - Grupo I do PAB
Sudeste,MG,Martinho Campos,314050,Perfil 4 - Grupo I do PAB
Sudeste,MG,Martins Soares,314053,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mata Verde,314055,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Materlândia,314060,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Mateus Leme,314070,Perfil 3 - Capitais e RM
Sudeste,MG,Mathias Lobato,317150,Perfil 4 - Grupo I do PAB
Sudeste,MG,Matias Barbosa,314080,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Matias Cardoso,314085,Perfil 7 - Extrema Pobreza
Sudeste,MG,Matipó,314090,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mato Verde,314100,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Matozinhos,314110,Perfil 3 - Capitais e RM
Sudeste,MG,Matutina,314120,Perfil 4 - Grupo I do PAB
Sudeste,MG,Medeiros,314130,Perfil 4 - Grupo I do PAB
Sudeste,MG,Medina,314140,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Mendes Pimentel,314150,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mercês,314160,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mesquita,314170,Perfil 3 - Capitais e RM
Sudeste,MG,Minas Novas,314180,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Minduri,314190,Perfil 4 - Grupo I do PAB
Sudeste,MG,Mirabela,314200,Perfil 4 - Grupo I do PAB
Sudeste,MG,Miradouro,314210,Perfil 4 - Grupo I do PAB
Sudeste,MG,Miraí,314220,Perfil 4 - Grupo I do PAB
Sudeste,MG,Miravânia,314225,Perfil 7 - Extrema Pobreza
Sudeste,MG,Moeda,314230,Perfil 3 - Capitais e RM
Sudeste,MG,Moema,314240,Perfil 4 - Grupo I do PAB
Sudeste,MG,Monjolos,314250,Perfil 4 - Grupo I do PAB
Sudeste,MG,Monsenhor Paulo,314260,Perfil 2 - Grupo II do PAB
Sudeste,MG,Montalvânia,314270,Perfil 7 - Extrema Pobreza
Sudeste,MG,Monte Alegre de Minas,314280,Perfil 4 - Grupo I do PAB
Sudeste,MG,Monte Azul,314290,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Monte Belo,314300,Perfil 2 - Grupo II do PAB
Sudeste,MG,Monte Carmelo,314310,Perfil 2 - Grupo II do PAB
Sudeste,MG,Monte Formoso,314315,Perfil 7 - Extrema Pobreza
Sudeste,MG,Monte Santo de Minas,314320,Perfil 2 - Grupo II do PAB
Sudeste,MG,Monte Sião,314340,Perfil 2 - Grupo II do PAB
Sudeste,MG,Montes Claros,314330,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Montezuma,314345,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Morada Nova de Minas,314350,Perfil 4 - Grupo I do PAB
Sudeste,MG,Morro da Garça,314360,Perfil 4 - Grupo I do PAB
Sudeste,MG,Morro do Pilar,314370,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Munhoz,314380,Perfil 4 - Grupo I do PAB
Sudeste,MG,Muriaé,314390,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Mutum,314400,Perfil 4 - Grupo I do PAB
Sudeste,MG,Muzambinho,314410,Perfil 2 - Grupo II do PAB
Sudeste,MG,Nacip Raydan,314420,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Nanuque,314430,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Naque,314435,Perfil 3 - Capitais e RM
Sudeste,MG,Natalândia,314437,Perfil 4 - Grupo I do PAB
Sudeste,MG,Natércia,314440,Perfil 2 - Grupo II do PAB
Sudeste,MG,Nazareno,314450,Perfil 4 - Grupo I do PAB
Sudeste,MG,Nepomuceno,314460,Perfil 4 - Grupo I do PAB
Sudeste,MG,Ninheira,314465,Perfil 7 - Extrema Pobreza
Sudeste,MG,Nova Belém,314467,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Nova Era,314470,Perfil 2 - Grupo II do PAB
Sudeste,MG,Nova Lima,314480,Perfil 3 - Capitais e RM
Sudeste,MG,Nova Módica,314490,Perfil 4 - Grupo I do PAB
Sudeste,MG,Nova Ponte,314500,Perfil 4 - Grupo I do PAB
Sudeste,MG,Nova Porteirinha,314505,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Nova Resende,314510,Perfil 2 - Grupo II do PAB
Sudeste,MG,Nova Serrana,314520,Perfil 2 - Grupo II do PAB
Sudeste,MG,Nova União,313660,Perfil 3 - Capitais e RM
Sudeste,MG,Novo Cruzeiro,314530,Perfil 7 - Extrema Pobreza
Sudeste,MG,Novo Oriente de Minas,314535,Perfil 7 - Extrema Pobreza
Sudeste,MG,Novorizonte,314537,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Olaria,314540,Perfil 4 - Grupo I do PAB
Sudeste,MG,Olhos-d'Água,314545,Perfil 4 - Grupo I do PAB
Sudeste,MG,Olímpio Noronha,314550,Perfil 4 - Grupo I do PAB
Sudeste,MG,Oliveira,314560,Perfil 2 - Grupo II do PAB
Sudeste,MG,Oliveira Fortes,314570,Perfil 4 - Grupo I do PAB
Sudeste,MG,Onça de Pitangui,314580,Perfil 4 - Grupo I do PAB
Sudeste,MG,Oratórios,314585,Perfil 4 - Grupo I do PAB
Sudeste,MG,Orizânia,314587,Perfil 7 - Extrema Pobreza
Sudeste,MG,Ouro Branco,314590,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Ouro Fino,314600,Perfil 2 - Grupo II do PAB
Sudeste,MG,Ouro Preto,314610,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Ouro Verde de Minas,314620,Perfil 7 - Extrema Pobreza
Sudeste,MG,Padre Carvalho,314625,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Padre Paraíso,314630,Perfil 7 - Extrema Pobreza
Sudeste,MG,Pai Pedro,314655,Perfil 7 - Extrema Pobreza
Sudeste,MG,Paineiras,314640,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pains,314650,Perfil 4 - Grupo I do PAB
Sudeste,MG,Paiva,314660,Perfil 4 - Grupo I do PAB
Sudeste,MG,Palma,314670,Perfil 4 - Grupo I do PAB
Sudeste,MG,Palmópolis,314675,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Papagaios,314690,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pará de Minas,314710,Perfil 3 - Capitais e RM
Sudeste,MG,Paracatu,314700,Perfil 2 - Grupo II do PAB
Sudeste,MG,Paraguaçu,314720,Perfil 2 - Grupo II do PAB
Sudeste,MG,Paraisópolis,314730,Perfil 2 - Grupo II do PAB
Sudeste,MG,Paraopeba,314740,Perfil 2 - Grupo II do PAB
Sudeste,MG,Passa Quatro,314760,Perfil 2 - Grupo II do PAB
Sudeste,MG,Passa Tempo,314770,Perfil 4 - Grupo I do PAB
Sudeste,MG,Passabém,314750,Perfil 4 - Grupo I do PAB
Sudeste,MG,Passa-Vinte,314780,Perfil 4 - Grupo I do PAB
Sudeste,MG,Passos,314790,Perfil 5 - G100
Sudeste,MG,Patis,314795,Perfil 7 - Extrema Pobreza
Sudeste,MG,Patos de Minas,314800,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Patrocínio,314810,Perfil 2 - Grupo II do PAB
Sudeste,MG,Patrocínio do Muriaé,314820,Perfil 4 - Grupo I do PAB
Sudeste,MG,Paula Cândido,314830,Perfil 4 - Grupo I do PAB
Sudeste,MG,Paulistas,314840,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pavão,314850,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Peçanha,314860,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pedra Azul,314870,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Pedra Bonita,314875,Perfil 7 - Extrema Pobreza
Sudeste,MG,Pedra do Anta,314880,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pedra do Indaiá,314890,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pedra Dourada,314900,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pedralva,314910,Perfil 4 - Grupo I do PAB
Sudeste,MG,Pedras de Maria da Cruz,314915,Perfil 6 - Áreas vulneráveis
